InputSentence1,InputSentence2,InputSentence3,InputSentence4,AnswerRightEnding,sumOfWmd
0.8000390440566987,0.5908137850150657,0.7504957701839448,0.9003321052707434,1,3.0416807045264522
0.0570182247736305,0.8363834363198326,0.5285664911827088,0.4544046938261032,0,1.876372846102275
0.21284579518194527,0.19689948149829506,0.2724238386927962,0.2302213794133667,1,0.9123904947864032
0.5121193410046666,0.8800683619057237,0.9572002080862224,0.5654436262288636,0,2.914831537225476
0.542772453620553,0.5976531883022785,0.6800180865341898,0.5555473392631127,0,2.3759910677201344
0.7050041397080422,0.5312624946603298,0.8520343100225178,0.5602672772872006,1,2.648568221678091
0.7079879842254537,0.2907796511497054,0.684674448710074,0.621179891986868,1,2.304621976072101
0.490969605472766,0.20944104688703627,0.47347569430415626,0.4139835014150955,0,1.5878698480790538
0.18090870479252188,0.28912803713020685,0.18799767648005486,0.2007414996623993,1,0.8587759180651828
0.07524986487491056,0.2647428880754709,0.1859989538088441,0.08321921720695495,0,0.6092109239661805
0.7013634275565541,0.35312906729743526,0.4148488847414479,0.3432598572169841,0,1.8126012368124214
0.9296411998371602,0.5446753382756488,0.5549417912527085,0.5744389781864089,1,2.6036973075519265
0.5259425814637628,0.41540541502885936,0.5345788923392264,0.6500178498671224,1,2.125944738698971
0.23299188767290116,0.4178232767454028,0.2359558369706869,0.3565860917244554,0,1.2433570931134463
0.7277190613083713,0.40468143528635503,0.25414794282968717,0.10765001245271782,0,1.4941984518771312
0.47731939181567645,0.16118245560278893,0.2894514424685075,0.23421080916197237,1,1.1621640990489452
0.22975361365782743,0.2483408036599562,0.17167827059092514,0.13751924815156896,1,0.7872919360602777
0.2019042615597298,0.24233646531580155,0.23373836860018912,0.27129870673600076,0,0.9492778022117212
1.0904121602242887,0.7484544152257699,0.9345660819957862,1.0067563386651277,0,3.7801889961109727
0.5683494395706231,0.3331258924354656,0.623101362567991,0.3031094001585553,1,1.827686094732635
0.11909389897721574,0.6153166749675949,1.0733925898764374,0.334426142811073,1,2.142229306632321
0.15951057379800085,0.7944276144272089,1.252670569357276,0.23891749824501574,0,2.4455262558275015
0.41571211179098183,0.43691388083337535,0.43009756557664275,0.14858990503803787,0,1.4313134632390379
0.17498329418982214,0.3263463798930501,0.2377312690465093,0.45832844952112584,1,1.1973893926505075
0.3905179233788697,0.3961448907338588,0.23803903082510278,0.4703067870631838,1,1.4950086320010152
0.10334512766002774,0.15799887063906667,0.3285610920772896,0.9373580621624414,0,1.5272631525388256
0.3768746403952256,0.5306380454790116,0.23248218305950163,0.3164764743544221,0,1.456471343288161
0.39434115852576085,0.7539623915486806,0.4113632787340025,0.3184793982986111,1,1.878146227107055
0.21044579479365347,0.15708514502435922,0.3356356164181134,0.23655627483218908,1,0.9397228310683151
0.441454412695685,0.14241262026881743,0.5549602209963,0.18535892891818237,0,1.3241861828789847
0.243645089028788,0.2654051163058064,0.2417863424813264,0.24255415689669765,0,0.9933907047126186
0.3463259635047895,0.510189369177268,0.2570182006236241,0.27108984381715007,1,1.3846233771228318
0.5491261632648766,1.0159181944420077,0.23844216118532421,0.711743487610817,0,2.5152300065030255
0.4710376585294936,0.06208381876955355,1.1937243844368886,0.33258146515289816,1,2.0594273268888337
0.30575564136199507,0.7961764223533574,0.8173402146283114,0.30717427077280485,0,2.226446549116469
0.2029684236501139,0.46669024271171355,0.4216279782681136,0.3766423710802198,1,1.467929015710161
0.11110032762276531,0.12187804766085523,0.24082668062904478,0.5607666375816703,1,1.0345716934943356
0.08604463632600098,0.06058769785033989,0.2514718376215399,0.6084249625401068,0,1.0065291343379876
0.7293696796724265,0.3174658855249285,0.30161618952113234,1.014184134400908,0,2.362635889119395
0.282664038230896,0.5556952239940524,0.5873460149517059,0.579660495300865,1,2.0053657724775196
0.7787495873562812,0.831271489873123,0.6321635969139721,0.8527905186080932,0,3.0949751927514697
0.46630065090277795,0.5092307108709812,0.5105516537496319,0.519727912841481,1,2.005810928364872
0.33105207803076414,0.17578417713292355,0.24804087209357867,0.20291200640216747,0,0.9577891336594337
0.8139251039437876,0.8694965603965724,0.8169223298691655,0.9626998180376668,1,3.463043812247192
0.3720910187745094,0.5632771094810888,0.2767146447637081,0.5880243456285107,1,1.800107118647817
0.2343831506893211,0.9072222933687895,0.5938029897718152,0.2579087050588033,0,1.9933171388887292
0.311053680575464,0.21999742207886513,0.2827280010598268,0.20442514788623678,1,1.0182042516003929
0.3262111596118212,0.19712174548020064,0.38406852013516424,0.2904347250426752,0,1.1978361502698611
0.3364268007462336,0.5432428601348978,0.7339340314388367,0.5509618890507378,1,2.164565581370706
0.22607534883886576,0.6599999656671286,0.45808084789299963,0.2663130609091977,0,1.6104692233081916
0.3270285479021073,0.34111900108895926,0.48258897529144285,0.34958576464063673,0,1.500322288923146
0.6081296714207851,0.24130545020186958,0.5322005428325192,0.45521305187634165,1,1.8368487163315153
0.3781964054544553,0.8071929915444138,0.6706195339664266,0.6000540753668558,1,2.4560630063321516
0.36198216753602847,0.6131181138177514,0.48885152639311996,0.4074718135762214,0,1.8714236213231212
0.29591279834747314,0.30539004588603974,0.45116066669487953,0.26936773956534266,0,1.321831250493735
0.08945259317070246,0.07970500190377236,0.2526826005971432,0.13711961647304893,1,0.558959812144667
0.4282453804559413,0.9706679825004665,0.6811098001020455,0.6920322957577982,1,2.7720554588162516
0.4110535894878507,0.7192326487994493,0.5286141870828271,0.2729680281307995,0,1.9318684535009267
0.36115813788020606,0.32776928956939616,0.24104694541928173,0.16806825866907835,0,1.0980426315379623
0.48596468597580045,0.2946079010082086,0.35674589630369097,0.2429342067806648,1,1.3802526900683647
0.39029283353610034,0.2511455271526694,0.20020048341792443,0.16756901789750026,1,1.0092078620041944
0.6369573155282289,0.6438150009277112,0.6401087044977702,0.5886566054015421,0,2.509537626355252
0.04127619841754437,0.32321437814574244,0.17015561943397522,0.24832381874988563,0,0.7829700147471477
0.08263748651728034,0.3019079235257864,0.18056466253128053,0.23527846111905384,1,0.8003885336934011
0.5923724033721669,0.5876885126747885,0.9290007878703342,0.3599470556259864,1,2.469008759543276
0.6587713652301646,0.7515573355119012,0.606094064095949,0.5675127782254759,0,2.5839355430634905
0.7433469528675378,0.43441227493876217,0.18527190670788288,0.2537929696726799,0,1.616824104186863
0.37078595077040793,0.4489493277881384,0.36764783069336415,0.28681644832514525,1,1.4741995575770557
0.18913141159165614,0.34346201947486943,0.21806657112595573,0.38737215596028635,1,1.1380321581527677
0.17796371112684212,0.2085319746142586,0.24724680451374637,0.32913564244684684,0,0.962878132701694
0.19194707618588402,0.28340680185055733,0.543378594158113,0.4731004285558653,1,1.4918329007504196
0.25058717753625015,0.4971274676721096,0.8009733448657393,0.7277180570743645,0,2.2764060471484635
0.7046037768292824,0.11000286741107393,0.19616400634427386,0.18885230559730531,0,1.1996229561819354
0.30036566542497106,0.45596912233684317,0.27491399881443945,0.31104431937497445,1,1.342293105951228
0.7050069424012184,0.9960445280198938,0.412890697445035,0.7507719943028199,1,2.8647141621689673
0.48258989037847516,0.7266149057608599,0.22627247784156804,0.5265559205033424,0,1.9620331944842455
0.1642129765468338,0.639192234462444,0.22906520254211177,1.5557010304169272,1,2.5881714439683168
0.5302043096631268,0.36519308202703515,0.36820318726269197,1.027777915654116,0,2.29137849460697
0.5205350636181196,0.6255133810671568,0.42794573686321313,0.29660215961580744,0,1.8705963411642972
0.40529493800426264,0.46209107248378134,0.3220862982811503,0.2165549775412863,1,1.4060272863104806
0.2934368008582298,0.2896543474759653,0.2620806997221891,0.4808788529989949,0,1.3260507010553793
0.2556956915119374,0.20910693862407517,0.18666040961884656,0.49880742544623863,1,1.1502704652010978
0.34684270504256487,0.5773797555415733,0.34676434773953024,0.47336576997128693,0,1.7443525782949554
0.2423675815231378,0.43559659496530206,0.3296384917178157,0.5008020549076742,1,1.5084047231139297
0.5070981122448146,0.07587098419129493,1.5943651159214973,0.6223096374709003,1,2.799643849828507
0.36181256038105486,0.5035508159091694,1.1070442567858099,0.24258422561755624,0,2.2149918586935904
0.22441611909251213,0.32447762098395827,0.35162600228033064,0.2744766047303676,1,1.1749963470871685
0.17104808913950992,0.10965294376985975,0.3372904766928702,0.28317013245311917,0,0.9011616420553591
0.8273318476354123,0.18440336992508174,0.6974430190086365,0.12480744883673786,0,1.8339856854058685
0.5198076499220837,0.495300749798935,0.39398690544609266,0.41235133589721173,1,1.821446641064323
0.4697359532172408,0.3263019966995716,0.3894344620054079,0.31564540715987205,1,1.5011178190820922
0.4436431105042536,0.15040826717424394,0.7573952358572964,0.6884948098494639,0,2.0399414233852577
0.34112733117315175,0.4267779817268371,0.260434864259331,0.1305306783974947,1,1.1588708555568146
0.568042170921138,0.4170056333418534,0.94350031744264,0.8079905481707156,0,2.7365386698763468
0.3954187740054131,0.2121679222376117,0.17188809931027887,0.2961071930241108,0,1.0755819885774145
0.650349649311304,0.4493855588620947,0.41987634836626053,0.3647696124844253,1,1.8843811690240844
0.4856667833507538,0.18951910467275976,0.3909740680426598,0.09185933081492782,1,1.158019286881101
0.49514724185442927,0.2000480670369625,0.3377483420102954,0.17185627769011258,0,1.2047999285917999
0.5457932209672928,0.456428039585352,0.5843649309097545,0.5891235225060284,1,2.175709713968428
0.36936199870322944,0.28720433344948293,0.8363349155174457,0.8411308520656228,0,2.3340320997357806
0.15605536248878277,0.6492590846396524,0.24580386048845937,0.23800852202377457,0,1.2891268296406693
0.37758301093714247,0.30579731384570596,0.7582481043061606,0.7491740865518106,1,2.1908025156408195
0.664673363161452,0.7363241500136023,0.6039085256837606,0.3649661755017954,1,2.36987221436061
0.4318674681184739,0.35205638361502795,0.49006618938327184,0.8205961274238279,0,2.0945861685406015
0.2925292108344473,0.3624798163178704,0.5262247208436267,0.5882999735509236,0,1.769533721546868
0.4081693325192332,0.4348790694694519,0.7385428142734264,0.5517262654142826,1,2.133317481676394
0.2811312970971465,0.6467445683213641,0.2244946133498411,0.5326863993694441,0,1.6850568781377957
0.21346110185837747,0.9210716454510288,0.2769544448611882,0.5866622005196589,1,1.9981493926902534
0.3456221923912614,0.29790481216918435,0.39329013239283384,0.6171991601841761,1,1.6540162971374555
0.2200875498815164,0.24653688913312222,0.3494184099695446,0.4392333215612339,0,1.2552761705454172
0.16323375815156352,0.12703622661398312,0.4031382650325835,0.24793197279896997,0,0.9413402225971002
0.3554404607011228,0.4647575161330271,0.16628615260851315,0.20247364441024535,1,1.1889577738529082
0.567657567132175,0.318225975472132,0.39276653847523035,0.3891384658627152,1,1.6677885469422526
0.42273859820671084,0.4871404339369849,0.5596252380509377,0.3416671279921532,0,1.8111713981867867
0.2480404370943159,0.26443174067039177,0.05863470867580175,0.4593451331498086,0,1.0304520195903182
0.2051251875921317,0.26975884587198784,0.16866622054806468,0.44900230370661615,1,1.0925525577188004
0.294462009713456,0.21971149831408063,0.39632639805300235,0.46185262653541564,0,1.3723525326159547
0.2866255529014482,0.6363623482038997,0.42850469245531686,0.1841315211570528,1,1.5356241147177176
0.36507260381656886,0.6150013891501427,0.5335762945851684,0.23477108859612922,1,1.748421376148009
0.6844741963348389,0.599105414569974,0.4791459988850355,0.5600629572128004,0,2.322788567002649
0.26992454383683206,1.0614215498592303,0.4879054734660387,0.5698973569852309,0,2.389148924147332
0.3595325599535942,0.4782625343638389,0.22317014241036176,0.2274127543157049,1,1.2883779910434998
0.36813467796868843,0.8265854318032659,1.0392749543593558,0.5262173898207249,1,2.760212453952035
0.700932845308837,0.3320976840505968,0.4709672186806755,0.4450201675918484,0,1.9490179156319576
0.5815202849955137,0.4653304113429785,0.4032650410431268,0.2683313337937713,0,1.7184470711753903
0.6929938535280813,0.5687559032435417,0.5075527131773258,0.1786157251198888,1,1.9479181950688376
0.24255294863706828,0.44866321556014677,0.2563545153838992,0.21263250739511846,0,1.1602031869762326
0.6501911113425494,0.1352354566916224,0.7152233026988208,0.4965506902868629,1,1.9972005610198553
0.34948132902134654,0.32332337652374726,0.14658431663786364,0.13930676215449542,1,0.958695784337453
0.3166240878624919,0.2974143154956986,0.1656607869881524,0.17147835717740673,0,0.9511775475237496
0.6146774832456694,0.5817748753242314,0.3978671942686736,0.3716232544262409,1,1.965942807264815
0.6224187178473757,0.5894249617094457,0.3900337383944392,0.379453653309524,0,1.9813310712607848
0.5276210321777343,0.29922919661045694,0.323492789268446,0.21912769843974114,0,1.3694707164963784
0.481790784728837,0.17467904961091676,0.27844162851647736,0.27765712257432934,1,1.2125685854305606
0.4101034484473938,0.37123664933746264,0.4844450692211151,0.4152989218741649,0,1.6810840888801364
0.4809043548032046,0.27656223185853956,0.050997897756993774,0.1534856522506326,1,0.9619501366693706
0.22991027798244384,0.6863514002571478,0.404286347212706,0.45499865619068913,0,1.7755466816429868
0.19484636804115774,0.47701637327272894,0.2571178784332026,0.3007654234672007,1,1.22974604321429
0.23541059141271115,0.36406146175289156,0.4795184962994211,0.6469639820166826,0,1.7259545314817064
0.3763642425661087,0.9413338045831919,1.048270916025622,0.22609231771469118,1,2.592061280889614
0.731629794481792,0.37552273217033033,0.5346782923264738,0.6313229068012124,1,2.2731537257798085
0.6677555029419093,0.26557004153251645,0.45778902570518254,0.5727193715820551,0,1.9638339417616635
0.4682282582493902,0.3041005087484956,0.44337488878192305,0.4598592510907359,0,1.6755629068705447
0.2738798333821535,0.31319259027764795,0.128135372709465,0.25283005776581935,1,0.9680378541350858
0.8083221349728583,0.5483998420138835,0.18114953327783942,0.3372136552705237,1,1.875085165535105
0.7513855349195718,0.4916411229109764,0.17467598344518245,0.2821126245907854,0,1.6998152658665162
0.997191851381135,0.5859229137531304,0.5475018480420113,0.6903804513058662,1,2.820997064482143
0.7708536426854106,0.3653002677469127,0.3967917863120324,0.4395303297951964,0,1.9724760265395522
0.7693467632418731,0.4933228413887827,0.6959952844133931,0.9489953996674061,0,2.9076602887114547
0.15726030460869939,0.5558724986115053,0.24479407179399423,0.11832248050045967,1,1.0762493555146586
0.09898309676584867,0.41826536895303706,0.18944089052476717,0.14113785174364057,1,0.8478272079872935
0.23421988047524328,0.19262453221857548,0.36927210232196106,0.3286930573744774,0,1.1248095723902574
0.4535189906231463,0.4784818856002808,0.32388209893670084,0.4169498417132618,0,1.6728328168733897
0.07012150678813114,0.061388266467455745,0.43112015110310026,0.09152851073437152,1,0.6541584350930587
0.1758993194441898,0.4695255253258376,0.5395180867113355,0.6120487717515202,1,1.796991703232883
0.2963157764546817,0.3558352559506404,0.4937783959808893,0.5374154760479207,0,1.683344904434132
0.7966641881320161,0.16523558751249168,0.15958394678899865,0.17915524782977676,1,1.3006389702632832
0.35369329888572915,0.9512283685802518,0.8842997190804183,0.9443618216698765,0,3.1335832082162756
0.6754773821907932,0.5475637216740339,0.0883819264445611,0.059002520826913665,0,1.370425551136302
0.3682143716311285,0.26800996601022437,0.26464242356215656,0.35094992652675444,1,1.2518166877302639
0.48226004035243986,0.36616039915323256,0.46074381249767543,0.4138464248992949,0,1.7230106769026428
0.6039365767840801,0.41788239278521405,0.4677092050155537,0.5336554245939518,1,2.0231835991787994
0.32827761829471586,0.5690550098512769,0.33834477813643216,0.5700721483403098,0,1.805749554622735
0.48995117979794744,0.6720422965133785,0.5032860772969424,0.7416642813174215,1,2.40694383492569
0.3293957358076202,0.31861432827830843,0.5886980777354761,0.3771057649797922,1,1.613813906801197
0.49263413166453895,0.3133893840111441,0.5722709723640322,0.5564961744568203,0,1.9347906624965354
0.8792186434969995,0.696692563480299,0.6280945952838323,0.3907672746701124,0,2.594773076931243
0.5426617331225743,0.36080525829264687,0.2915583716297149,0.37528955355070837,1,1.5703149165956445
0.6978012697039545,0.8674267962798239,0.18484422402895914,0.43065318757098914,0,2.1807254775837266
1.0137436846485137,1.1833020377220154,0.3611949519577678,0.7192617352410555,1,3.2775024095693523
